tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CC REC,4771014887,Carlos González,19121959,8,92,8,100,0
EIS,4948149575,Gabriela Murillo,15101933,70,47,70,53,1
NIP,9983249023,Laura Murillo,05071964,41,11,41,21,0
NIP,5597663213,Laura Cifuentes,04022005,63,40,63,2,0
CC REN,7895183840,Sofía Perez,27101987,86,95,86,79,0
SITAC,2092963917,Miguel García,05062005,11,100,11,16,1
DCU,9636741577,Miguel Rodríguez,14021996,94,92,94,90,0
CCT,2379901091,David Rodríguez,28051983,27,73,27,19,1
SITAC,3818428625,Marcela Hernández,24061951,68,47,68,86,1
CC DIG,9576848055,Sofía Hernández,12111974,95,88,95,51,0
ABIS,9157654833,Gabriela Martínez,19011948,52,26,52,86,0
TI DUP,8885857296,Manuela Hernández,22121963,76,42,76,25,0
CC,1940147776,Carlos Martínez,24081990,94,24,94,19,1
CC DIG,2497941684,Luis Castaneda,07061992,27,97,27,36,0
CC REC,3101239940,Manuela Rodríguez,19091926,91,65,91,81,0
ABIS,0329831707,Gabriela Hurtado,11021901,63,67,63,58,0
CC PV,8083442689,Melissa López,03111978,18,88,18,44,1
TI REC,1299380470,Manuela Hurtado,10111944,19,54,19,100,1
CC REN,5227516980,Carlos Cifuentes,18021957,50,77,50,35,1
CC PV,2485999827,Ana Castaneda,04021951,15,34,15,54,0
CC DUP,8281927508,David Cartagena,14071958,13,10,13,51,1
CC REC,4938247658,Gabriela Hernández,23091968,50,55,50,45,1
TI REN,4681121466,Laura García,26041946,18,83,18,13,0
CC PV,1250409635,Laura Perez,17031927,25,51,25,44,1
CC REN,1427927045,María García,22081992,76,35,76,36,0
CC DIG,9379619531,Melissa Cartagena,18021942,88,16,88,42,1
ABIS,5820064638,Daniela Castaneda,02071966,86,90,86,26,1
EIS,9599948176,Carlos Hernández,11081963,76,43,76,97,0
CC PV,5271568313,María Cartagena,16112001,94,16,94,26,1
ABIS,8011894485,Miguel Castaneda,10011949,81,36,81,4,1
EIS,4409820454,Manuela Perez,02121992,97,13,97,6,0
TI DUP,1252326535,Laura García,11061983,11,13,11,16,0
EIS,2665688949,Juan Cartagena,22101972,18,40,18,51,1
NUIP,8809583994,Carlos Cartagena,15051939,47,55,47,34,1
CC DIG,9115232090,Daniela García,19101995,86,50,86,42,0
CC DUP,9989302586,Miguel Castaneda,22072008,20,22,20,47,1
TI PV,9129149843,Sofía Hernández,28091967,76,88,76,74,1
EIS,4157066882,Manuela Cartagena,20081995,50,51,50,6,0
TI PV,4049981371,Luis Castaneda,04061949,94,30,94,30,1
CC PV,0230762216,Manuela Perez,11091976,8,41,8,62,0
TI PV,8815893042,Manuela Hurtado,02121991,20,68,20,58,1
CC DUP,8706899890,Juan Castaneda,06051958,17,93,17,50,0
SITAC,8524531963,Juan Hurtado,03041960,27,81,27,81,0
DCU,7580364363,Sofía Martínez,14101937,23,26,23,98,0
ABIS,8240312011,María Hernández,11071922,68,60,68,90,1
TI,9933368660,Marcela Hernández,22041988,8,78,8,35,0
AFIS,2929189749,Melissa Martínez,16071901,95,75,95,40,0
HLED-WEB,9068367045,Manuela González,05041937,52,98,52,21,0
CC,0098500597,Manuela García,03101938,19,90,19,95,0
CC,5319499480,Manuela Hurtado,25021964,19,20,19,19,0
CC REN,6245100810,Manuela Cifuentes,20022002,99,98,99,59,0
CC DUP,5490538758,Juan Hurtado,09101926,44,78,44,98,0
ANI,0280611232,María Perez,28111929,44,68,44,38,0
NIP,9886270039,Laura Hurtado,10091939,13,98,13,95,0
AFIS,4662665105,Marcela López,01111966,86,75,86,10,1
ABIS,9020827638,Laura Cifuentes,14091989,25,43,25,93,0
TI PV,7510128625,Manuela Perez,01031934,86,15,86,15,0
CC REC,2663656258,Marcela Castaneda,04041987,8,86,8,95,1
MTR,3344955670,Marcela Castaneda,25111941,52,93,52,53,1
TI,0869719812,Manuela Martínez,12041904,88,31,88,45,1
CC REC,3568235963,Sofía Cifuentes,17032005,25,92,25,99,1
TI DUP,5876094504,Daniela Rodríguez,16061992,11,51,11,6,0
EIS,8170198217,María Cartagena,25031959,85,94,85,98,1
TI REC,2677919999,David Hernández,06042001,15,51,15,21,1
CC DUP,5523648431,Marcela Murillo,09081959,76,52,76,93,1
NIP,7280212826,Marcela García,11051940,73,55,73,90,1
NUIP,8674697421,Juan Murillo,14101935,97,65,97,40,1
TI PV,4020704616,Daniela Hernández,15021947,91,11,91,73,1
CC DIG,2192588591,Daniela Cifuentes,08091949,81,6,81,98,1
SIC,4677575958,Gabriela Martínez,20121980,13,90,13,90,0
CC REC,0863333822,Ana Cartagena,12021946,23,52,23,78,0
NUIP,5534861871,Daniela Castaneda,03061966,81,99,81,31,0
CC DIG,4023610491,Miguel Rodríguez,27102000,88,34,88,24,0
CC,8093968256,Sofía Cartagena,24031930,27,74,27,77,1
ANI,7496837679,Luis Cifuentes,12061984,15,91,15,42,1
CC,9712462124,Daniela González,05091998,52,4,52,34,1
EIS,8849438897,Gabriela López,12101904,99,59,99,94,0
DCU,9867122775,Sofía Martínez,03111970,13,88,13,15,0
TI PV,1303831975,Gabriela Murillo,05081969,76,83,76,87,1
HLED-WEB,0064371707,Juan Cartagena,17011985,13,97,13,100,0
SIC,5606896901,Carlos González,12121977,17,3,17,97,1
HLED-WEB,2739337618,Daniela González,09041990,52,29,52,74,1
CCT,2140170856,David Cartagena,06091994,5,52,5,79,0
CC REC,4305540430,Ana López,27122004,76,60,76,1,0
CC PV,9901411263,Ana Murillo,09051974,44,50,44,99,1
DCU,9650150652,Miguel Cifuentes,03081939,81,91,81,11,0
CCT,8370605357,Daniela Murillo,21091984,81,36,81,10,0
EIS,5986231905,Manuela López,01031979,95,20,95,35,1
CC PV,0459192396,Gabriela Perez,08081971,97,68,97,78,1
NIP,7261613226,Ana Martínez,13031960,50,62,50,10,1
TI DUP,4078120730,Sofía Hernández,06052008,44,25,44,31,0
CC REN,9155001015,Laura López,14071992,17,59,17,68,1
HLED-WEB,9307585407,Gabriela Murillo,14062002,19,58,19,87,0
AFIS,3898022506,Melissa Hurtado,03071992,17,34,17,90,1
NIP,8521276745,Daniela Cartagena,11031996,25,68,25,79,1
TI DUP,4345427796,Marcela Perez,15051958,52,51,52,53,1
AFIS,3200229383,Carlos Hurtado,07122002,15,36,15,81,1
CC REN,7407652077,Gabriela Hernández,20082002,15,81,15,26,1
MTR,2541932661,Laura Murillo,21081933,17,91,17,67,0
AFIS,9149561591,Ana González,09031969,44,34,44,75,0
TI DUP,5368143412,Sofía Martínez,17101949,27,65,27,6,1
ANI,9199922178,Miguel Cifuentes,16101993,41,25,41,58,1
CC REN,6938722571,Daniela Hernández,18081974,63,34,63,20,1
CC DUP,5626415008,María Cartagena,02051956,8,29,8,43,0
ABIS,5194728838,David Hernández,07011964,19,31,19,50,1
HLED-WEB,4964366199,Sofía Murillo,17121925,19,87,19,10,1
TI REC,1657475433,Manuela López,03011935,70,47,70,50,0
CC REN,2393474538,Marcela Martínez,02052005,85,22,85,3,1
CC REC,1113755389,Melissa López,21071962,15,41,15,97,1
CC REN,3954318938,Manuela Martínez,22071977,63,86,63,94,1
CC PV,3744667908,Daniela Cifuentes,17061935,66,38,66,47,1
NUIP,5047027656,Manuela Castaneda,16101947,25,91,25,75,0
HLED-WEB,4579385801,Manuela Castaneda,10071946,50,55,50,54,1
TI REC,3934034881,Melissa Castaneda,11031970,50,60,50,54,0
SITAC,8939664657,David Castaneda,08121942,88,58,88,93,0
ANI,3268002150,Carlos Cartagena,15071902,50,83,50,74,0
CC DUP,5103326443,Carlos Perez,21111949,15,4,15,87,0
SITAC,1687866468,Ana Hurtado,17031956,88,22,88,54,1
SIC,1166072483,Laura García,18081997,66,13,66,93,1
HLED-WEB,4734434972,Luis González,13111952,88,16,88,99,1
TI,9536266199,Laura Hurtado,18121932,76,16,76,51,1
CC REN,3789817044,Gabriela Cartagena,18051930,91,74,91,22,1
MTR,1407430279,Melissa Hernández,15111944,88,53,88,81,1
CCT,2782130989,Daniela López,06091992,25,55,25,55,0
EIS,1262944148,María Murillo,04061962,19,40,19,100,0
NIP,1663088776,Daniela González,20122004,52,13,52,52,1
SITAC,7548485288,Laura Rodríguez,18111985,5,60,5,10,0
CC REN,3360216230,Miguel Hurtado,03121939,44,50,44,21,1
ABIS,1851945598,Manuela Perez,12101945,18,45,18,91,1
NUIP,8357819023,Melissa Castaneda,19111982,11,83,11,87,1
MTR,8250840155,Luis González,01051953,63,41,63,58,1
NUIP,8911850062,Laura Cartagena,08061935,63,78,63,24,1
CC DUP,9062574848,Marcela Cartagena,16092007,19,93,19,40,0
CC DUP,3070449619,Laura López,10041940,99,65,99,83,0
TI REC,1578403169,Marcela Murillo,01121972,41,20,41,26,0
CC REN,5492769077,Miguel García,01021955,99,62,99,90,1
TI DUP,6720612069,Luis Hurtado,22031963,73,3,73,78,0
NUIP,2277849212,Ana Martínez,12031984,47,11,47,32,1
EIS,8668575754,Sofía Murillo,21051996,66,44,66,92,1
CC REC,8667554710,Carlos Martínez,16052001,54,75,54,94,1
TI,4979461714,Ana Castaneda,10031984,23,53,23,54,0
CCT,9953376354,David Hernández,01111988,47,79,47,10,0
MTR,7481795754,David Cartagena,18072004,88,83,88,55,1
ANI,6229708625,Juan Cartagena,16121978,17,34,17,43,1
ABIS,7825262590,Juan Castaneda,02111973,81,35,81,52,1
CC REC,0198088999,Laura Hernández,28041996,54,32,54,36,1
ANI,6669474122,Laura Rodríguez,28061969,76,99,76,26,1
DCU,7689951244,Juan Hernández,07071941,76,42,76,73,1
SIC,3035622820,Gabriela Cifuentes,06061959,11,68,11,21,0
EIS,4210423570,Marcela Murillo,20021951,86,25,86,42,0
TI REC,0716150942,Marcela Castaneda,01102005,68,35,68,53,0
NUIP,7718468581,Manuela González,06051967,88,22,88,11,1
TI REC,0473663060,Daniela Martínez,20091927,15,98,15,97,1
HLED-WEB,0066162355,Carlos Rodríguez,04111928,70,50,70,20,0
CC REN,7925077804,Manuela Hurtado,10021938,81,50,81,58,1
NIP,3644241145,Carlos Martínez,24081937,19,22,19,78,0
HLED-WEB,9847917683,Juan Hernández,27061946,68,59,68,79,1
SITAC,6957277002,Luis Castaneda,06091961,20,32,20,43,0
SITAC,6949385408,Manuela Murillo,11061931,41,62,41,81,1
CCT,2870124532,Carlos Martínez,22101957,15,91,15,62,1
AFIS,1371427850,Ana Perez,03121997,50,35,50,62,0
HLED-WEB,3444240272,Daniela Hernández,11031926,20,99,20,87,1
EIS,7584777154,Miguel González,10071975,15,32,15,55,1
CC,4730936403,María Murillo,19061950,97,58,97,90,0
CC REN,9377601592,María Cartagena,23011929,99,92,99,24,0
CC REC,1421214541,Luis Hernández,09021917,15,40,15,41,1
CC DIG,4398648920,Carlos Perez,11071951,85,25,85,4,0
CC,7166914173,David Rodríguez,02061975,41,10,41,29,1
NUIP,4712782081,Miguel Cartagena,20091938,25,94,25,68,1
ABIS,3679583896,Juan García,05121998,54,74,54,20,0
TI DUP,8600477838,Juan Perez,28111938,85,32,85,95,1
TI DUP,2515141630,Miguel López,26081966,8,26,8,95,1
DCU,4279786020,Miguel González,24111994,68,97,68,51,1
TI,8572534400,Daniela Hernández,20101929,5,6,5,94,1
ANI,1302639257,Sofía Rodríguez,25061951,73,47,73,99,1
TI,2078353100,Sofía Perez,25051931,19,83,19,10,0
CC DUP,6659020248,Miguel Hernández,11091927,91,53,91,51,0
MTR,6683975208,Luis Martínez,05101937,44,13,44,86,1
TI DUP,6401019913,Laura Cifuentes,23031940,52,20,52,42,1
ANI,7993405163,Manuela Hernández,15071997,44,81,44,40,1
TI REC,5598788797,Ana Rodríguez,15041929,50,51,50,35,0
CCT,0804787527,Miguel Perez,10051936,15,26,15,83,0
CC REC,8008653259,Ana García,18121960,25,51,25,32,0
HLED-WEB,4104239637,Gabriela Cartagena,09081989,47,92,47,79,1
NUIP,4202448744,Melissa Martínez,16061954,50,43,50,20,1
HLED-WEB,5004303886,Sofía García,24061931,41,34,41,78,0
CC PV,9792480258,Laura López,09031954,20,40,20,58,0
TI,8807309245,María López,05101981,5,97,5,87,0
CC,9493219763,David Hernández,22042006,25,81,25,99,1
CCT,8444188096,Miguel Perez,20101934,11,29,11,44,1
AFIS,9173180329,Daniela Cartagena,06032001,94,42,94,50,1
AFIS,9534644431,Melissa Cifuentes,12071975,44,22,44,51,0
HLED-WEB,9642252837,Laura García,07061954,95,41,95,73,1
CC REN,5996876885,Sofía López,14081951,44,11,44,78,1
ABIS,4110937913,Sofía Hurtado,10081955,17,79,17,79,1
TI DUP,0551474220,María Hurtado,05121995,70,24,70,50,1
TI DUP,1411076251,David Rodríguez,09091969,25,90,25,90,0
SIC,6776978602,Miguel López,23041995,15,51,15,81,1
CC REN,9519030743,David González,26041974,13,13,13,51,1
TI REC,1578117830,Marcela Martínez,13042009,86,77,86,22,1
CC DUP,1597812014,Juan Hernández,11071949,85,73,85,11,1
ABIS,8885468750,Luis Cartagena,03011960,18,86,18,42,1
CC REC,0813444741,Sofía Martínez,20121958,66,75,66,38,1
TI REC,0909090712,Ana García,28011929,41,6,41,19,1
SIC,5486692695,Sofía Hurtado,21121944,23,86,23,81,1
CC DUP,7922406222,Laura González,22041975,86,35,86,16,0
CC,3840257742,Laura Martínez,24081955,50,55,50,43,1
CC REC,8967283249,Marcela García,07071951,63,83,63,68,1
TI REC,2426820336,Marcela Martínez,17031984,5,26,5,60,1
HLED-WEB,0562208054,Carlos Martínez,23111957,73,10,73,91,1
TI,8973003750,Laura Hernández,27101973,17,62,17,77,0
CC DUP,1347371925,Laura Hurtado,15031987,25,50,25,86,0
TI PV,4820230355,Carlos Hurtado,07081979,99,20,99,32,0
HLED-WEB,6344939037,Juan Murillo,02121950,47,43,47,34,1
TI PV,6273049589,Laura Martínez,22121978,99,38,99,100,0
SITAC,6491499250,María González,19081975,18,74,18,2,1
CC DUP,4732718828,Manuela González,21081929,8,53,8,88,0
TI REN,0769543886,Gabriela Perez,24021996,25,92,25,35,1
CC REC,7901564576,David Martínez,17091919,44,10,44,10,1
ABIS,7817578904,Carlos González,19011934,99,98,99,44,0
CC DUP,2710789006,Manuela Rodríguez,17011975,23,21,23,58,1
ANI,8966525873,María Martínez,12041933,47,35,47,78,0
EIS,1572847879,Ana Hernández,20081997,81,13,81,3,0
CC,9961639317,Juan Cartagena,25011960,88,95,88,44,1
MTR,4152671449,Luis Cartagena,13061994,81,47,81,53,1
TI DUP,0457332625,Miguel Cartagena,12042002,47,92,47,68,1
MTR,9935573039,Carlos Perez,06051971,81,20,81,40,0
MTR,1041198281,María García,26051941,8,41,8,90,0
ANI,5389912982,María García,10081976,81,62,81,54,1
TI PV,8364338812,David González,21091985,52,26,52,94,1
TI DUP,7367022083,María Murillo,01071969,41,99,41,13,0
SIC,0888977871,Gabriela López,08081971,25,19,25,78,1
DCU,8181658032,Gabriela Cartagena,17051962,81,54,81,81,1
SIC,4522942103,Gabriela González,01121957,81,47,81,51,1
CC REC,4792235192,Ana González,10091974,25,67,25,15,1
CC REN,8008007481,Carlos Hurtado,27051964,85,93,85,15,1
CC,6757597855,Laura Murillo,20021952,81,67,81,1,0
ANI,9321681073,Luis Cifuentes,04101954,66,42,66,75,1
TI DUP,5060503773,Ana González,28071951,95,41,95,20,0
NUIP,4200056061,Daniela Hernández,01071988,23,75,23,62,1
EIS,4802697716,Melissa Cartagena,27041983,63,19,63,79,1
CC REC,5067101160,Gabriela Castaneda,04011947,94,94,94,34,1
CC REC,3080522939,Carlos García,19031992,23,51,23,59,0
SITAC,2129889087,Daniela González,06121926,5,81,5,81,0
MTR,6053505219,Manuela Hernández,17101931,95,34,95,75,1
SITAC,3243796747,Marcela Rodríguez,14021953,99,1,99,40,1
DCU,4186164023,Marcela Rodríguez,13032002,63,86,63,81,0
ABIS,2692171316,Manuela García,13061946,18,38,18,29,1
CC DIG,8156375599,Juan Martínez,27031946,91,52,91,40,1
TI REC,0049485342,Luis Murillo,09081941,41,1,41,10,0
CC PV,4974133127,Miguel González,20031988,41,41,41,55,0
CC REN,7607510484,Sofía Hernández,02022009,27,45,27,47,1
CC REN,1967364917,David Rodríguez,13111998,20,87,20,6,0
NIP,4338372508,Gabriela Murillo,07121988,68,68,68,83,0
ABIS,4630281350,Sofía Rodríguez,18061922,73,92,73,26,0
CCT,1739486377,Luis López,10041995,73,1,73,40,1
CC DIG,3321630337,Gabriela Rodríguez,05081964,97,77,97,77,0
TI REC,4628964895,Melissa Murillo,23051967,25,58,25,3,0
SIC,5882286945,Ana García,21041973,73,83,73,10,0
TI REN,4160590129,Sofía López,10041950,88,22,88,26,0
SIC,3138641714,Ana Castaneda,28021963,86,34,86,67,1
DCU,6410101028,Marcela Martínez,17041999,85,10,85,58,1
HLED-WEB,7354832968,Miguel Perez,24061971,19,88,19,75,0
SIC,8721265687,Manuela Martínez,20031936,23,32,23,62,0
ANI,1233899038,Ana Hurtado,14121953,23,99,23,21,0
TI PV,7894440267,Marcela Hurtado,24101968,94,1,94,29,1
CC,8022988491,Gabriela Hurtado,27061999,88,1,88,99,0
CC DIG,9664285310,Sofía Cifuentes,18111968,70,20,70,1,1
CCT,1707944541,Daniela Martínez,13121996,99,55,99,77,0
CC REN,4492122403,Laura Murillo,27031958,86,41,86,87,1
TI,7599429378,Daniela Hernández,09101963,52,58,52,20,1
HLED-WEB,4670480017,Sofía García,03081982,17,25,17,100,0
TI DUP,4313410202,Juan Martínez,28081986,66,11,66,87,0
CC REC,6763271601,David Martínez,07011982,88,26,88,25,0
EIS,8478481076,Ana Cifuentes,03061984,86,55,86,50,0
CC DIG,9326732729,Manuela Cifuentes,13061960,91,77,91,45,1
CC DIG,6530412570,Carlos Hernández,17121995,41,41,41,26,1
CC DIG,1814218672,Luis González,08111966,81,88,81,21,1
SIC,0896812623,Laura Rodríguez,13081929,66,98,66,50,1
CC DIG,0844513119,Melissa Rodríguez,07101961,88,97,88,52,0
DCU,6493947374,Daniela López,12102010,27,40,27,29,0
NUIP,2289039030,Marcela Martínez,26081999,95,88,95,95,0
TI DUP,0522695543,Juan García,10071973,99,51,99,38,1
NUIP,7143120546,David López,01021925,5,87,5,3,0
CC REC,0563882826,David Rodríguez,15081977,19,68,19,78,0
TI PV,6292904533,Daniela Murillo,08031941,50,77,50,2,1
NIP,8202402072,Marcela Cifuentes,03101949,27,6,27,32,0
ABIS,3705770933,Daniela Perez,23031958,8,88,8,32,0
CCT,8646301933,Miguel Rodríguez,12021992,13,86,13,20,0
CC DIG,0400064226,Ana Hernández,02011994,70,44,70,53,0
TI PV,2223858651,Manuela Perez,28011986,63,98,63,42,0
TI REC,6190444887,Miguel Murillo,03061929,95,99,95,22,0
HLED-WEB,9143886439,Miguel García,08091961,44,6,44,38,0
NUIP,4267450176,Marcela Cifuentes,04121977,19,10,19,30,0
CCT,2193842338,Juan Martínez,16091955,27,2,27,55,1
CC,5791055868,María Perez,28051974,47,10,47,20,0
EIS,0486761572,Miguel García,14051957,85,81,85,98,1
DCU,9625967659,Marcela Martínez,05061923,73,26,73,60,0
TI REN,1696492433,Laura Hurtado,01071958,47,1,47,67,1
ANI,2308256072,Juan González,26041969,18,21,18,40,0
SIC,7417658354,Carlos González,03041924,73,52,73,54,1
HLED-WEB,9017114665,Marcela Cartagena,23111967,52,58,52,55,1
AFIS,3608710783,Melissa Rodríguez,15101971,68,30,68,21,0
CC REC,7359249713,David Castaneda,06111979,27,52,27,3,1
AFIS,9507656809,David Martínez,15041969,18,11,18,24,1
NIP,5769618046,María Castaneda,06081959,63,81,63,22,1
AFIS,3235150739,Luis Murillo,27121952,94,52,94,16,0
SITAC,0671060031,Daniela Cifuentes,22021965,19,22,19,45,0
ANI,7213999603,Sofía González,23081925,81,65,81,44,1
TI DUP,3434138849,Melissa Castaneda,28071988,76,16,76,6,0
CC PV,3911215421,David Castaneda,08121987,47,99,47,88,1
EIS,0264702157,David Cifuentes,15111926,81,2,81,98,0
SIC,5927845401,Juan Perez,17121927,8,100,8,91,0
MTR,1128254140,Laura Rodríguez,25082004,19,97,19,20,0
TI DUP,3567249952,Marcela Martínez,19071990,86,54,86,6,0
CCT,8740571933,Melissa Murillo,06071993,95,68,95,13,1
AFIS,9828631639,Juan García,09062005,23,21,23,6,0
NIP,9474237984,Sofía García,26122005,63,22,63,55,0
AFIS,3514454523,Sofía González,27071994,68,15,68,91,1
ABIS,8323429610,Carlos Murillo,18021925,81,60,81,10,0
TI,3439946858,Sofía Hurtado,28081932,13,51,13,54,0
NUIP,1884400472,Miguel Perez,18071946,76,45,76,55,0
CC PV,1213445630,David Murillo,26021967,88,34,88,19,0
TI REN,5136539963,Manuela Rodríguez,08091996,68,15,68,79,0
CC REC,7686367159,Marcela Hernández,26011955,5,15,5,38,0
SIC,2735229623,Luis Rodríguez,07091975,19,67,19,53,1
CC,2308823680,Marcela García,20042005,66,38,66,55,0
NUIP,1049611076,Sofía Rodríguez,19071936,18,10,18,78,0
HLED-WEB,5605762568,Ana García,11011991,94,24,94,75,1
CC REC,9605764745,Laura López,27011960,50,29,50,54,0
DCU,8500982671,Ana Hernández,16021961,91,26,91,6,1
EIS,6306805754,Miguel Cifuentes,27061938,5,87,5,10,1
TI REC,4610651209,Manuela Perez,12011997,73,98,73,43,1
TI PV,7259618448,Laura Hernández,18081942,25,30,25,4,0
AFIS,3831309642,Ana García,11041981,27,78,27,87,0
DCU,5164968785,Gabriela Martínez,10071960,41,40,41,24,0
HLED-WEB,1406720686,Manuela Cifuentes,01081990,13,93,13,68,0
CC DUP,6926636332,María López,11091964,54,99,54,58,1
HLED-WEB,5133267240,María Castaneda,01101962,86,10,86,75,1
AFIS,4290964573,Carlos Cifuentes,17081950,18,25,18,55,1
MTR,7997399209,Ana Castaneda,27071952,52,79,52,73,0
TI DUP,8836246992,Sofía Rodríguez,14012010,47,15,47,88,0
CC DIG,5144229211,Daniela Perez,15081998,52,30,52,93,0
CC REN,6286934907,Marcela González,26071940,11,35,11,91,1
CC DIG,8557624120,Melissa Cartagena,26011956,44,50,44,62,0
TI,5832886838,Ana Martínez,02061947,41,62,41,19,1
SITAC,8608513524,Gabriela González,13031950,47,78,47,87,1
EIS,4943517118,Manuela Castaneda,23081957,47,26,47,97,1
TI REN,8799594327,Sofía Hurtado,03051972,8,88,8,77,0
CC DIG,8953147960,Carlos Perez,27121986,19,13,19,2,1
SITAC,5477348998,Daniela Perez,03052004,68,10,68,87,0
NUIP,0949365870,Manuela Rodríguez,14121928,18,67,18,91,0
CC REN,3115486647,María García,01091929,47,99,47,65,1
ANI,4611606433,Daniela López,18061977,13,10,13,6,0
DCU,4174633718,Marcela García,16021969,91,65,91,74,1
TI REN,0572114036,Ana Rodríguez,20061934,88,3,88,44,1
MTR,0945275737,Gabriela Castaneda,08101935,5,90,5,11,1
HLED-WEB,6961310812,Miguel Murillo,07041992,41,41,41,87,0
EIS,7569121625,Miguel García,15021966,68,20,68,10,0
TI PV,4884180665,Juan Hernández,04051941,76,47,76,78,1
CC REC,7461626149,Melissa López,20011980,44,74,44,78,0
DCU,0350945534,Gabriela López,02011935,95,43,95,97,1
CCT,0794912812,Marcela González,18121985,50,81,50,4,1
CC PV,3312859171,Daniela Rodríguez,11031955,13,34,13,20,1
CC REC,9247700090,Ana Murillo,06071966,66,83,66,41,1
TI REN,9786522304,Melissa Cifuentes,23071934,5,77,5,92,1
CC REN,8700922542,Daniela López,13101988,73,62,73,94,0
ANI,5172275550,Marcela Murillo,19082000,11,98,11,98,1
TI REN,2982881126,Carlos Martínez,15121956,25,90,25,16,1
TI DUP,0171352153,David Murillo,27071940,20,35,20,40,1
ANI,8174025123,Gabriela Cartagena,25011979,99,6,99,67,1
CC REC,2021728311,Marcela Cartagena,06101981,25,25,25,3,1
CC DIG,7610593574,Sofía González,03021957,95,26,95,38,1
ANI,2636818826,Ana Perez,21111925,13,94,13,68,0
DCU,6172614508,David Murillo,04091968,95,3,95,31,1
CCT,3141668875,Melissa González,21061950,20,50,20,94,1
TI PV,7110498905,Manuela Hernández,10082003,5,87,5,88,0
NUIP,6565890223,Ana García,07101994,25,91,25,58,1
EIS,7647539480,David Hernández,14101984,88,59,88,34,1
DCU,7148253877,Marcela González,28022016,66,53,66,81,0
CC PV,9204530098,Marcela Castaneda,17031968,91,25,91,3,1
TI REC,4989389442,María Rodríguez,20041940,25,34,25,53,1
CC DUP,6019501316,Carlos Rodríguez,24021997,68,41,68,95,1
CC DIG,4705514430,Melissa Martínez,05121937,5,40,5,4,0
CC DUP,9221656777,Miguel Rodríguez,08021990,97,22,97,22,1
MTR,2654347115,Miguel Castaneda,02101963,15,62,15,81,1
CC DIG,6687547707,Marcela Rodríguez,12121945,13,97,13,90,0
MTR,5685959645,Carlos García,05052001,63,41,63,30,0
MTR,2316985501,Daniela Murillo,13042007,17,29,17,25,0
TI REN,1616937170,Luis Hurtado,21051971,97,93,97,20,0
ANI,1031581905,Ana Martínez,14071942,68,30,68,99,1
TI REN,6492428780,Manuela Cartagena,23011943,15,19,15,32,0
MTR,4186149777,Melissa Murillo,16051974,47,4,47,20,0
SIC,5371286292,Miguel Rodríguez,26041940,18,36,18,25,1
SITAC,5645592550,Marcela Rodríguez,10081924,86,88,86,78,1
DCU,8584271626,Daniela Hurtado,22021997,76,62,76,36,0
NIP,2646206118,Luis Hurtado,11081993,63,50,63,97,0
CC REC,4182951343,Carlos Cifuentes,22121974,95,60,95,30,1
CC DUP,8838715848,Marcela Rodríguez,16111955,73,100,73,35,0
CC PV,6646327928,Juan Hurtado,05071968,54,97,54,43,0
CCT,5231956905,María Cifuentes,27071905,91,52,91,90,0
TI DUP,4696417505,Laura Castaneda,07031964,52,24,52,6,0
CC DIG,4997938272,Daniela Hurtado,15101940,27,4,27,16,1
ABIS,7667733010,Laura Hernández,16071958,41,51,41,75,1
CCT,5942871567,Manuela Perez,12081933,27,16,27,2,1
CCT,2871634172,Daniela Rodríguez,28101946,70,92,70,51,0
CCT,6484294900,Marcela Cifuentes,28101962,11,55,11,20,1
HLED-WEB,1544664972,Daniela Rodríguez,22091926,41,95,41,24,1
HLED-WEB,7162456371,Manuela Cartagena,06111967,99,91,99,40,1
CC,9334567762,Sofía Martínez,25041949,25,15,25,29,0
MTR,6550542143,Marcela López,28091929,8,3,8,75,1
CCT,1936964549,Juan Hernández,26021977,97,22,97,34,0
ABIS,4802301175,Luis Cifuentes,06111996,63,34,63,26,1
TI REN,6402283119,Gabriela Murillo,03101924,17,65,17,93,1
CC DIG,7075909332,Melissa Hurtado,05071931,50,34,50,36,1
MTR,7010482279,Manuela Castaneda,11072020,95,3,95,34,0
TI REN,3689510186,Daniela Cartagena,09112007,5,15,5,34,0
CC REN,6676282262,Miguel García,24031988,86,11,86,4,1
EIS,7868952221,Manuela Martínez,06031943,52,78,52,29,0
CC DIG,1765195634,Marcela López,04051949,85,81,85,10,1
SITAC,4712378123,Luis Perez,12021923,13,36,13,79,1
TI REN,9719132202,Miguel Perez,06041970,50,65,50,45,0
CC DUP,3524078761,Gabriela Cifuentes,16101940,95,43,95,6,1
DCU,0714127515,Juan González,23011937,15,99,15,86,0
TI DUP,7551603514,David Murillo,13021934,88,91,88,77,0
TI REN,6724282704,Carlos Hurtado,26121930,44,53,44,79,0
CC REN,9503435993,María García,04081982,86,99,86,43,0
DCU,1334776482,Laura García,14081962,70,3,70,15,1
TI REC,5425557713,Carlos Rodríguez,01041996,19,31,19,10,1
TI,4983112406,Carlos Cartagena,10091985,76,88,76,54,1
CCT,4510358114,Manuela Murillo,26021938,73,100,73,51,0
ANI,4597356824,María Cifuentes,19081972,17,1,17,44,1
ABIS,7983098104,Sofía Cartagena,01081958,52,6,52,42,1
