tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
NUIP,8439944933,Manuela Rodríguez,03082005,19,86,19,60,1
TI DUP,6850974207,María Rodríguez,09111971,20,35,20,53,1
CC,2353418298,María García,19061935,20,91,20,31,1
EIS,9954210084,Ana Cartagena,17091992,13,13,13,97,0
ANI,7174364360,Daniela López,17111985,18,45,18,36,1
HLED-WEB,9124327042,Juan Perez,02011990,70,44,70,22,0
EIS,8168379671,Manuela Perez,23032005,47,13,47,92,0
SIC,0069769095,Miguel Rodríguez,18041945,25,19,25,88,1
DCU,9320073564,Carlos López,16091971,20,65,20,58,0
NUIP,7334099504,María Hurtado,26031941,20,1,20,67,0
CC DIG,8637823840,Gabriela González,13071953,73,6,73,21,0
EIS,0090775602,Juan Perez,24071981,5,15,5,40,1
TI PV,9396372815,Carlos Cartagena,04071974,73,88,73,50,0
AFIS,5781536721,Manuela Cifuentes,25041937,47,44,47,60,1
CC DUP,1201453759,Carlos Rodríguez,14122002,70,15,70,42,0
CC REC,9398391650,Gabriela Castaneda,18031963,95,91,95,79,1
TI REC,2891139111,Laura Cartagena,19021927,15,52,15,22,1
NUIP,9044987576,David Hurtado,12071931,99,67,99,81,0
TI REN,7366610476,Sofía Perez,03081977,8,60,8,2,1
AFIS,4288138438,Marcela López,16041999,95,55,95,93,1
ANI,4840808182,Carlos López,22101957,15,94,15,11,0
CC DIG,5819203242,Marcela Perez,26031939,91,31,91,87,0
EIS,4981361813,Marcela González,28071986,23,2,23,11,1
DCU,7877397455,Daniela Cifuentes,06042000,18,30,18,92,1
ABIS,1710074985,Laura García,24111952,54,98,54,30,1
SITAC,6434656957,Manuela Cartagena,05101982,63,98,63,24,1
EIS,3228956996,David Perez,14111999,11,19,11,88,0
CC DUP,5112121735,María Hurtado,05051939,99,75,99,3,0
EIS,5498966387,Manuela García,18101944,52,19,52,10,1
SIC,5798685708,María Cartagena,04031903,73,53,73,95,1
ABIS,1175370409,Ana González,27021930,41,68,41,67,0
CC PV,8673946578,Luis Martínez,23051990,20,79,20,21,1
TI REN,6791646055,Gabriela Rodríguez,13011929,41,43,41,62,1
MTR,3317714121,Laura Murillo,21031985,15,52,15,36,0
SITAC,3912472527,Luis González,06021976,88,100,88,40,0
SITAC,2257895355,Ana López,27071950,73,92,73,20,0
TI DUP,2743886602,Marcela Rodríguez,08031925,68,52,68,88,0
CC REC,8175376564,Ana García,19061975,73,94,73,51,0
CC DUP,9760525780,Manuela López,24031925,20,91,20,19,0
DCU,1558487344,Juan Cifuentes,16031969,76,20,76,44,0
ANI,0392065627,Marcela Hernández,19032003,81,97,81,83,1
TI REN,1936095348,Gabriela Rodríguez,17101960,68,81,68,31,1
CC DIG,3671183712,Juan Cifuentes,22011980,66,3,66,25,1
SITAC,7426045131,Miguel González,15051998,52,24,52,16,1
ABIS,5220057116,Laura García,26121985,47,59,47,47,0
CC REC,3981440536,Luis García,01081982,99,3,99,34,0
SIC,0112104980,David Murillo,13061949,97,55,97,60,1
TI DUP,4141570481,Sofía Hernández,19061964,50,98,50,91,0
CC REN,9779691433,Marcela Martínez,10081939,54,92,54,51,1
AFIS,4002094151,Laura López,23071926,68,52,68,1,1
CC,9375859004,Miguel Martínez,23022008,13,65,13,55,1
EIS,5058038008,Miguel Rodríguez,21021932,54,100,54,65,1
EIS,3238018555,Juan Hernández,11081961,99,19,99,19,1
CCT,6749502295,Daniela Hurtado,28091988,52,98,52,77,1
ANI,9337762371,Carlos Castaneda,23061956,20,86,20,93,1
AFIS,9331626769,Sofía Cartagena,22081938,23,31,23,44,0
EIS,6418436013,Melissa González,26011964,19,94,19,40,0
CC DIG,9310689370,Luis López,26091958,54,6,54,53,1
CC,2318296914,Sofía García,05051990,19,19,19,55,1
CC REC,2135624237,David Martínez,22101993,25,1,25,59,1
ABIS,1209690503,Juan Hurtado,15071981,52,32,52,54,1
MTR,7548764436,Gabriela González,14091997,15,53,15,98,1
TI REC,9319280481,Ana García,02011990,17,24,17,45,1
ANI,4341240986,David López,13091998,63,47,63,42,0
CC REN,7781051908,Marcela García,18041995,11,1,11,42,0
EIS,7329310788,Carlos Martínez,21051998,41,30,41,68,1
MTR,6200554116,Manuela López,26092014,68,74,68,6,0
AFIS,2977708926,Luis González,19071976,54,1,54,54,1
CC DUP,1182911073,Gabriela Martínez,15062008,66,51,66,20,0
TI,2050028259,Sofía Castaneda,04101927,41,74,41,3,1
DCU,7053096613,María Castaneda,26121980,70,1,70,100,0
TI,0558244912,Luis Hurtado,20101975,88,47,88,100,0
NUIP,9773273618,María López,04061993,17,34,17,30,1
NUIP,9217047206,Ana López,14041931,20,68,20,62,0
SITAC,8812746011,Luis Castaneda,23081964,15,78,15,91,0
NUIP,3086278563,Manuela Rodríguez,04032002,88,47,88,97,1
CC,5730710800,Gabriela Perez,17091984,81,3,81,79,0
DCU,0367935826,Ana Hernández,06062002,73,51,73,62,1
CC DUP,8932285256,Laura Cartagena,02091945,27,1,27,53,0
CC,8480756861,David García,06012022,97,22,97,75,1
CC REC,0698460674,Luis García,13011970,50,47,50,68,1
CC REN,4486022944,María Rodríguez,20091956,20,55,20,22,0
TI REN,1753458354,Juan Cartagena,17121926,27,94,27,98,1
HLED-WEB,6212176324,María González,06051985,5,31,5,59,0
NIP,4840511161,Miguel García,17111968,25,10,25,30,0
CC DIG,6551425250,Gabriela Hurtado,13071935,41,52,41,38,0
TI,6013338541,María Martínez,07081984,97,20,97,87,1
CC DUP,0122833205,Luis Cifuentes,28031975,76,75,76,58,1
ANI,1857353090,Sofía Hernández,11011973,85,59,85,94,1
AFIS,8829147309,Marcela Martínez,20041998,25,38,25,42,0
EIS,2511526932,Manuela Hurtado,11122004,68,11,68,90,0
TI REC,3547862424,Miguel Perez,14071955,50,100,50,2,1
CC REC,5471953581,Miguel García,09071975,47,24,47,74,1
MTR,4636063760,Daniela Cifuentes,07051994,94,54,94,16,1
CC DIG,9337852206,Miguel Rodríguez,25081998,99,75,99,67,1
TI REN,2143505124,Miguel Perez,20081957,99,88,99,59,0
SITAC,2974842788,Juan Murillo,28021928,25,32,25,13,0
CC DIG,3409638766,Manuela González,10011931,95,100,95,52,0
HLED-WEB,9946689756,Sofía Rodríguez,08061997,70,67,70,55,1
TI DUP,2342554948,Gabriela Martínez,09121991,70,25,70,59,0
ABIS,8630352024,Ana Hernández,13031973,94,30,94,59,1
TI DUP,6589508352,Sofía Hurtado,24121962,17,4,17,32,1
CC REN,7591383633,María Castaneda,16071991,11,95,11,42,0
CC PV,6260917662,Juan García,17081938,8,2,8,97,1
TI REC,3289569034,Manuela Hernández,18111958,73,59,73,93,1
SIC,4275142085,Manuela García,18011980,17,65,17,13,0
CC,7736281217,Sofía Rodríguez,16051996,19,16,19,30,1
CC DUP,5074915096,Carlos López,18011994,70,86,70,77,0
NUIP,6308963524,Luis García,23011952,5,10,5,16,0
TI PV,8598656978,Ana Castaneda,27011990,8,16,8,95,0
EIS,1740580725,Ana Murillo,26051999,68,88,68,97,0
CC DIG,3406381108,Melissa Hurtado,20111963,41,65,41,36,1
NUIP,5388714820,Laura Hernández,15041954,70,88,70,29,1
TI PV,2691075249,Ana Murillo,17022006,11,95,11,60,1
AFIS,5159115467,Manuela Rodríguez,06101976,52,25,52,41,1
TI,9140174141,Gabriela Murillo,10111960,81,43,81,95,0
AFIS,1384712476,María Hurtado,22081971,66,35,66,79,1
ABIS,1394171074,Daniela Hurtado,18091934,19,98,19,59,0
SITAC,7924362910,María Hernández,21041972,70,55,70,38,0
CC,3676701292,Sofía López,14122005,66,81,66,60,1
CCT,1624706257,Ana Hurtado,18071997,97,94,97,55,1
AFIS,4823560287,María González,25111959,70,35,70,4,1
SITAC,6422042727,Marcela Hurtado,25011944,15,25,15,62,0
CC,5952658153,María Hernández,11011974,94,24,94,95,1
ABIS,5483599831,Manuela Hurtado,12101954,73,65,73,87,1
ABIS,6170192901,David Hurtado,12091981,17,3,17,13,0
TI REC,9534475461,María Cartagena,05071964,19,91,19,77,0
ANI,5696002306,Gabriela Hernández,25021944,86,54,86,77,1
HLED-WEB,9668053149,Miguel Hurtado,21061984,63,3,63,45,0
NIP,7058766030,Carlos Murillo,04031992,13,45,13,83,1
TI REC,6475993613,Laura González,10011956,8,81,8,45,1
NIP,1502030642,Miguel Cartagena,07091958,54,20,54,30,1
SIC,7123096701,Juan Hernández,13022001,44,92,44,47,1
TI REN,6169530696,Manuela Castaneda,19051938,8,2,8,16,0
DCU,3192675882,Daniela Rodríguez,12112007,27,21,27,45,0
TI DUP,5893151553,Laura Cifuentes,22041936,66,29,66,98,0
TI REN,6723765063,Melissa Rodríguez,28021987,47,93,47,45,1
SIC,0363924795,Luis Martínez,10101943,17,45,17,68,0
TI REC,8379311820,Juan García,28031938,52,52,52,30,1
TI PV,5066721999,Luis García,23021986,99,34,99,93,0
TI DUP,4006123511,Daniela García,12032008,97,54,97,41,0
ABIS,3480532274,David Perez,24041929,20,58,20,29,1
HLED-WEB,1842056676,Sofía Rodríguez,17091929,97,79,97,21,1
NIP,3216987935,Laura Rodríguez,17111940,68,41,68,92,1
DCU,4743336095,Melissa Cartagena,24021986,5,58,5,36,1
EIS,6620388624,Luis González,20021992,86,58,86,29,0
CC DIG,9355129640,David Cifuentes,24051956,47,79,47,1,1
TI REC,6299430157,Laura Cartagena,06042000,63,26,63,36,0
SITAC,4656539005,Laura García,21031952,13,83,13,4,0
TI PV,2657505934,Sofía Cifuentes,11081930,70,81,70,4,0
CC REN,2875319921,Carlos Rodríguez,12041975,23,25,23,4,0
NIP,4956320594,Daniela García,07011925,44,36,44,100,0
TI REC,7701162595,David Cifuentes,02061982,27,75,27,62,1
DCU,2684657374,Melissa García,03111935,8,47,8,78,1
MTR,8031144936,Manuela González,01011994,5,32,5,11,1
SITAC,7513817079,Marcela Cifuentes,06051929,66,36,66,10,0
TI PV,5448461875,Daniela Hernández,12071951,94,41,94,50,0
CC PV,3995097146,Juan Hurtado,24081993,76,25,76,67,1
SIC,0208705057,Melissa García,22072000,54,34,54,67,1
SITAC,0164976632,Carlos González,16021976,47,43,47,44,1
SITAC,4519933478,David Murillo,28062008,41,45,41,4,0
NIP,7467626346,Laura González,17101997,18,53,18,47,1
SITAC,7521546897,Daniela Hernández,10021969,41,13,41,2,1
CC DUP,4361062325,Luis Cifuentes,02011991,18,2,18,50,0
TI,6480676427,Manuela Martínez,03031999,63,79,63,6,0
TI REC,6616801671,Juan González,11091968,88,93,88,43,0
NUIP,6350257469,Juan Perez,09101974,19,16,19,19,0
AFIS,0737550317,Gabriela Cifuentes,27061974,15,42,15,62,0
CC REC,1047353104,Laura López,20062008,97,77,97,15,1
CC,4802714791,Ana Perez,14091989,73,90,73,67,1
TI,1859331448,Juan Rodríguez,27081931,27,10,27,87,1
TI REC,6175555227,Melissa Cifuentes,02051934,63,51,63,77,0
TI,5104478886,Melissa Murillo,08062004,19,62,19,59,0
TI REN,7874898514,Laura Rodríguez,27101987,99,73,99,86,1
SIC,6138184053,Laura Perez,20121971,88,13,88,67,0
CC,3344668047,Juan Martínez,18062000,95,87,95,13,0
TI DUP,4516408474,Miguel Murillo,06091961,44,95,44,65,0
ANI,8822608303,Sofía Perez,10101948,91,83,91,91,1
NIP,5579169036,Marcela Cifuentes,21011974,8,21,8,2,1
AFIS,8792814663,Manuela Hernández,21051982,44,20,44,78,1
MTR,9004900175,Miguel Martínez,28091994,63,99,63,45,0
EIS,0717963253,Luis Perez,03051925,50,38,50,16,0
CC DIG,7291546915,Luis Cifuentes,25111988,17,34,17,93,1
TI,5259657395,Gabriela Cifuentes,08052007,50,45,50,44,0
HLED-WEB,6433976734,Daniela Murillo,10061935,68,45,68,16,0
CC,7590513075,Melissa Hernández,03121934,23,92,23,11,0
NUIP,8415712417,Luis Perez,18031991,44,93,44,4,0
CC DUP,5367613045,Carlos Castaneda,05091973,41,88,41,65,1
HLED-WEB,6142130695,Daniela Castaneda,09091929,68,79,68,58,0
SITAC,9883942853,María Murillo,04051974,15,36,15,100,1
EIS,7232777489,Carlos Cartagena,01051996,25,11,25,20,1
NUIP,6163931479,Sofía Cifuentes,24021951,73,32,73,98,1
CC REN,6321578171,Melissa Martínez,28111947,15,36,15,3,0
CC REN,7261484598,Marcela Martínez,17021963,70,26,70,100,1
EIS,8493502697,Melissa Hurtado,03042003,11,47,11,3,1
DCU,7943998991,Daniela Hernández,27052002,85,13,85,67,1
EIS,0322504340,Manuela Cartagena,11061927,17,87,17,15,0
CC PV,2747340146,Sofía González,26111913,13,95,13,6,0
TI REN,1644522594,Juan Cifuentes,21011974,20,92,20,88,1
NUIP,2033227005,Miguel Cartagena,06111961,17,16,17,36,1
HLED-WEB,5976925181,María García,18121988,20,55,20,92,1
TI PV,9222076432,Manuela García,19071962,63,1,63,73,0
MTR,3555019022,Ana Castaneda,24111948,81,90,81,91,0
CC,8398823048,Ana López,26071961,18,98,18,94,1
TI REN,0358106147,Luis Castaneda,08031999,54,55,54,19,1
ABIS,5705509146,Melissa Murillo,13111946,85,74,85,31,1
CC REN,1446168749,Daniela García,01032005,20,32,20,44,0
NUIP,7498411324,Manuela González,04082005,76,55,76,26,1
CC DUP,8319501164,María García,19041939,76,35,76,34,0
TI DUP,1015043669,Laura Cifuentes,11021933,85,86,85,95,1
CCT,8645969431,Miguel Hurtado,27031960,52,59,52,31,0
NIP,2392085865,Laura García,16112002,15,10,15,25,1
NUIP,4454575203,Manuela Perez,03101988,15,42,15,58,1
SIC,5919946139,Manuela Hernández,04051947,18,62,18,51,0
CC DUP,0455013598,Daniela Castaneda,17071925,68,2,68,83,1
CC,4340120142,María García,28012002,5,32,5,2,0
CC,1273436960,Sofía Cifuentes,11111995,52,30,52,51,0
ANI,3019356933,Laura García,23072007,18,1,18,10,0
CC DUP,1574848809,Melissa Hurtado,10051960,68,44,68,79,1
DCU,5872168141,Manuela Perez,17071951,54,15,54,83,1
DCU,4771376281,Gabriela Castaneda,28121992,15,44,15,74,1
CC DUP,1621086738,Laura Castaneda,19051997,27,60,27,29,1
CC DIG,6610629245,Juan Hernández,05091965,44,38,44,93,0
CC REN,5474110854,Melissa Cifuentes,03031946,94,52,94,47,1
NIP,4960367509,Laura Castaneda,16101955,63,79,63,3,0
EIS,7871461828,Ana Cartagena,10021949,41,87,41,45,1
HLED-WEB,2206154587,María Murillo,18021991,50,30,50,59,0
TI REN,3119979105,Melissa Martínez,25021971,94,54,94,29,1
CC REC,7968680273,Laura García,20121925,85,100,85,44,1
CC REN,0994469298,Melissa Murillo,20011971,63,90,63,50,0
CC,2988645675,Melissa Rodríguez,10072009,91,97,91,87,0
CC DUP,2620719970,Luis Perez,08011936,52,77,52,44,0
TI REC,2716546115,Marcela Hurtado,17091949,68,47,68,62,1
CC REC,5190351849,Miguel Cifuentes,04091986,8,43,8,90,1
MTR,8590991717,Ana Castaneda,08051984,54,30,54,54,1
TI REN,0537195977,Ana Cartagena,08022008,81,51,81,11,0
ANI,7826164697,Marcela Hernández,23071978,66,74,66,34,1
NUIP,9703233988,Marcela Martínez,22011998,41,67,41,36,0
CC DIG,1024810354,Miguel López,01121984,63,75,63,25,1
NIP,0034337919,Melissa González,16091975,94,90,94,26,0
NIP,1548510573,Juan Cifuentes,12011952,97,44,97,87,0
NIP,8289061680,Gabriela Cartagena,20111977,19,26,19,83,1
SIC,9978669827,Sofía Cartagena,07051966,20,68,20,45,1
MTR,7477417149,Marcela García,23091948,47,3,47,19,0
SITAC,6973786090,Ana García,19082009,76,93,76,24,0
MTR,4816976491,María González,26041937,88,41,88,99,1
CC PV,8161424888,Laura Hernández,05092007,5,97,5,31,0
EIS,2065790660,Juan Castaneda,02021933,81,6,81,75,1
SITAC,6227423185,Marcela Rodríguez,06021973,95,92,95,1,0
CC REC,8630120219,Sofía Murillo,19051924,5,81,5,67,0
SIC,4872099564,Ana Murillo,26011953,11,58,11,87,0
CC PV,9769739594,Carlos Hurtado,12011938,81,86,81,31,1
NUIP,5659562241,Sofía Murillo,15071933,47,43,47,25,1
TI DUP,4779730410,Laura Cartagena,24082006,44,91,44,68,0
CC DUP,0742110213,Miguel Hernández,15091937,97,52,97,42,0
AFIS,8074384737,Sofía Murillo,13121917,13,44,13,79,1
ANI,7082759535,María López,25122004,76,2,76,78,1
CC DIG,1649959291,Miguel Cartagena,01111991,41,75,41,6,0
DCU,9620830534,Miguel Hurtado,09031945,8,25,8,78,1
CC DIG,0325260731,David Rodríguez,24011939,13,53,13,35,1
DCU,2544594861,Juan Hurtado,08111985,97,15,97,30,1
EIS,0237473561,Juan Martínez,09072004,85,1,85,78,0
ANI,6524613042,Juan Hernández,08052000,81,73,81,26,0
CC,0486702923,Ana Hernández,18072007,68,10,68,10,1
CC PV,0700841028,Ana Hurtado,06121997,44,45,44,78,0
TI PV,4547472527,Sofía López,07011981,94,24,94,65,1
CC DIG,8002970821,David Perez,26031989,18,78,18,94,1
TI DUP,0777085327,Sofía Hernández,07081934,50,90,50,47,1
TI PV,6857449212,Ana Murillo,10051962,5,13,5,24,1
EIS,8342129364,Juan Rodríguez,26091983,41,6,41,24,0
TI REN,4058736651,Carlos Perez,23052005,76,88,76,35,1
TI REC,6526188962,Laura Perez,18021990,47,93,47,78,1
CC REC,4446845147,Daniela López,13101943,19,30,19,58,0
NIP,2194740787,David Murillo,16121945,13,10,13,90,0
CCT,0716998299,Ana Cifuentes,22061943,81,41,81,88,1
CC REN,8529570221,Juan Cifuentes,17052008,76,59,76,98,0
CC DIG,6830732902,Luis Castaneda,03011928,18,53,18,13,1
SITAC,6282150435,Gabriela Cifuentes,19021958,86,4,86,92,0
CC REC,9127708218,Melissa Murillo,07091940,19,68,19,16,0
TI PV,7701327154,Carlos González,21091935,5,1,5,93,0
CC PV,0377557384,María Hernández,03101990,20,1,20,55,0
NUIP,2969260034,Daniela Cartagena,07091992,73,34,73,53,1
TI REC,4413823161,Daniela Murillo,20021926,17,20,17,62,1
MTR,6357705857,Juan Cifuentes,11072008,50,34,50,58,1
TI PV,1280204553,Juan Castaneda,28071977,70,58,70,77,1
ANI,6036616004,Melissa Martínez,17061959,41,38,41,86,1
AFIS,2379071056,Melissa López,26082007,73,79,73,25,0
CCT,1103584491,David Murillo,20021928,70,31,70,83,0
CCT,0961968515,Ana Castaneda,16121927,15,47,15,100,0
CC REN,6717030075,Carlos Rodríguez,01121988,23,51,23,44,1
AFIS,6251528022,Carlos Hernández,25011930,18,81,18,94,1
EIS,1350493560,Carlos Cartagena,26011986,97,4,97,77,1
NIP,9369651545,Laura Murillo,23111946,70,88,70,35,1
CCT,2666048517,Ana López,13121933,13,13,13,90,0
HLED-WEB,0082717372,Marcela Castaneda,01041961,63,75,63,45,1
SITAC,9930750644,Laura Murillo,17091961,52,50,52,79,1
ABIS,9028449509,Miguel Cifuentes,20031984,41,4,41,44,1
TI DUP,9063293970,Ana García,23031945,11,87,11,100,0
TI REN,9054177583,Gabriela López,23081952,97,81,97,20,1
SITAC,0029666996,Carlos Cifuentes,23031962,68,88,68,100,1
MTR,7558496388,Carlos Hernández,19121941,11,31,11,91,0
TI,2626705943,Juan Martínez,05011960,76,10,76,81,0
EIS,3732176047,Ana Rodríguez,05011938,25,65,25,32,0
EIS,6640185204,María Perez,15091997,44,21,44,99,0
MTR,7047108791,Sofía López,16111958,20,29,20,16,1
TI REN,1235059265,Juan Cifuentes,10101990,70,77,70,79,1
CC DIG,4651892279,Miguel Perez,11092001,47,54,47,25,1
NUIP,8552189064,David Castaneda,17021999,52,52,52,93,1
CC,6028103066,Manuela Castaneda,28061987,20,32,20,38,1
TI REN,0705313556,Miguel Hurtado,02041996,86,4,86,21,1
SITAC,5138944256,Ana Castaneda,22061996,52,19,52,31,1
TI REC,7483300389,Juan Martínez,01011986,63,19,63,47,0
HLED-WEB,2748325373,Miguel Perez,22011936,50,31,50,10,1
DCU,8336293987,Juan Cifuentes,25122003,25,3,25,34,1
AFIS,7219939312,Luis Castaneda,01051960,95,20,95,44,0
CCT,6777304725,Melissa Castaneda,08111992,52,31,52,36,1
CC DIG,2292721482,Juan Cartagena,27081985,20,62,20,20,0
MTR,0511784917,Gabriela Murillo,01111966,25,100,25,67,1
CC REC,9118056084,Juan Murillo,24112005,25,58,25,68,1
EIS,0818631348,Melissa Rodríguez,18091992,52,22,52,4,0
NIP,7786271573,Melissa García,09121946,15,50,15,100,0
DCU,8256785954,Gabriela Perez,11051974,25,42,25,86,0
DCU,6660882832,Melissa Castaneda,06072005,11,42,11,32,1
HLED-WEB,6306665715,Gabriela Rodríguez,19111979,81,30,81,68,1
EIS,4065604154,David López,06051968,73,79,73,16,0
AFIS,5653958391,Laura Hernández,16041947,18,58,18,15,0
ABIS,0823935584,Manuela López,21021984,41,92,41,55,0
NUIP,6965594678,María González,11091942,52,98,52,24,0
TI REN,7153988108,Sofía Castaneda,22021940,18,97,18,40,1
NUIP,3048846648,María Perez,24041960,73,43,73,55,1
TI PV,4771873160,Melissa López,05031949,5,62,5,36,1
TI REN,4156965244,Juan Hernández,24011940,99,95,99,54,1
CC,6582595614,Ana Hernández,15122010,86,75,86,2,0
TI DUP,8920078740,Melissa Perez,08041962,47,29,47,35,1
AFIS,8207903053,Manuela Martínez,13061997,8,83,8,91,1
TI,7384771094,María González,20061942,99,6,99,11,0
MTR,7623318028,Ana Murillo,28031999,52,16,52,75,1
CC REN,2883806426,María García,14101969,17,53,17,53,1
TI PV,5536864556,Miguel Murillo,01041993,86,43,86,29,0
CC PV,0405260675,Ana Martínez,06101982,68,16,68,77,0
CC DIG,5069539019,Ana López,01071963,44,30,44,2,0
TI REC,9754714907,Marcela Murillo,07011943,50,65,50,45,0
CC DUP,3026757340,Marcela Cifuentes,02101983,86,47,86,32,1
TI PV,0875596615,Daniela López,08071933,94,58,94,29,1
DCU,2512560173,Luis González,26122009,86,81,86,83,0
NIP,8134228518,Juan García,11052003,41,22,41,60,0
TI DUP,1518419357,Ana Hurtado,18061940,25,77,25,78,1
CC PV,1119032827,Daniela Hernández,13021929,76,1,76,98,1
AFIS,5498250871,David Castaneda,28021934,13,100,13,59,0
TI REC,8136953641,María García,04111957,91,31,91,10,0
AFIS,1853167514,Laura Cartagena,12011999,85,98,85,35,0
NIP,8727818791,Gabriela Cifuentes,13071931,63,59,63,90,1
DCU,2410864567,Gabriela González,09021988,88,51,88,30,1
HLED-WEB,5149871689,Luis Cartagena,17101949,85,54,85,86,1
MTR,5792732253,Sofía Rodríguez,18112009,17,97,17,99,1
CC PV,7563540926,Manuela Hernández,01121937,47,44,47,91,1
ABIS,4153267390,Ana Hernández,03071938,41,51,41,81,1
EIS,9088129486,Juan Hurtado,12081926,20,59,20,92,1
TI,3087607843,Ana Hernández,08012002,97,98,97,22,1
CC DIG,4919739266,Manuela González,25021956,44,94,44,87,1
ABIS,7704930138,Ana Cifuentes,02061950,76,54,76,43,1
ANI,1827337474,Manuela Cifuentes,04092015,23,54,23,75,0
ANI,5735615287,Melissa Martínez,14011924,94,21,94,22,1
TI REN,7067123643,Juan Hernández,07081976,94,78,94,3,0
CC PV,3087758035,David Cifuentes,04051939,76,88,76,95,0
SITAC,7733314710,Juan López,08011986,41,97,41,30,1
CC PV,5154173084,Sofía Martínez,27061908,86,53,86,93,1
HLED-WEB,5432513391,Manuela Cifuentes,25042007,27,86,27,25,1
CC,7441993515,Daniela García,17092009,18,45,18,29,0
NIP,1189720940,Carlos Martínez,06111999,97,98,97,93,0
CC,8168155188,Manuela Cifuentes,19061976,63,97,63,93,1
CC REC,4985746038,Ana Murillo,26081959,19,6,19,52,1
CCT,4031643262,Juan García,02121988,81,100,81,45,1
CC REC,3303343129,María Rodríguez,03041997,50,30,50,45,1
TI REC,2919365776,Daniela Cartagena,27111949,15,67,15,100,0
CCT,7491468796,Luis López,19052000,5,16,5,91,1
TI PV,5951117150,Sofía Cifuentes,10021933,66,77,66,24,0
NUIP,5674675587,Carlos González,17121931,50,74,50,25,1
DCU,0464404732,Manuela Hurtado,25071948,11,3,11,16,1
DCU,9812235017,Carlos Cartagena,12041941,91,52,91,79,0
EIS,1352259366,Miguel Rodríguez,22111954,68,67,68,75,0
AFIS,7935147112,Miguel Cifuentes,18021980,27,55,27,15,0
TI REC,9232299882,María González,16041942,68,58,68,78,1
TI DUP,0019426244,Daniela García,12111986,8,52,8,34,0
TI,9528323302,Manuela González,25111930,76,67,76,30,0
TI REN,4274711613,Luis Martínez,09112006,50,32,50,51,1
CCT,2832983384,David Murillo,27011937,13,90,13,38,0
ABIS,2414897292,Marcela Cifuentes,06081907,97,67,97,100,0
ANI,7335350955,Carlos Cartagena,11051911,19,47,19,31,1
CCT,2987772442,Miguel Hernández,17011996,23,77,23,87,1
MTR,8095060942,Carlos Rodríguez,08041995,13,81,13,87,1
AFIS,2573110313,Manuela Cartagena,08061997,44,98,44,31,1
CC PV,4749643634,Melissa García,28041987,8,6,8,77,0
CC DUP,1269893378,Juan Hurtado,08081983,50,52,50,36,0
EIS,6352694927,Miguel Hurtado,04041960,23,4,23,100,1
CC DIG,1275910905,Gabriela Rodríguez,09052001,41,36,41,92,0
DCU,4892573949,Ana González,27052005,91,100,91,77,0
CCT,0545390557,Marcela González,26101947,27,91,27,41,1
ANI,4690104814,Miguel Martínez,25052003,27,34,27,6,0
DCU,2897731711,María González,23011967,68,38,68,32,1
CC,1886507853,Laura Hurtado,20121996,13,55,13,10,1
TI REC,8588552115,Ana Rodríguez,18062007,85,62,85,91,1
CC DIG,3203041361,Laura Cartagena,11102000,15,44,15,53,0
AFIS,7411033104,Luis Cartagena,08011993,91,74,91,24,0
CC REC,8417232940,Manuela Castaneda,12081965,23,83,23,19,1
CC REN,8372138833,Miguel Castaneda,01051945,23,6,23,6,1
MTR,7913540299,Ana Murillo,21051997,88,50,88,81,0
EIS,2827717066,Miguel González,04022003,88,52,88,40,0
SIC,4119443205,Gabriela Cifuentes,26011998,68,52,68,26,1
CC DIG,6359506667,Sofía García,24052006,19,32,19,19,1
SIC,4781394325,Gabriela López,16102001,99,16,99,29,1
HLED-WEB,1700589303,Laura Cartagena,03111933,99,73,99,55,0
NIP,1797976285,Ana López,27042000,86,97,86,83,1
TI,4665978889,Sofía Hurtado,09021964,97,93,97,30,0
CC DUP,1184187900,Miguel Martínez,25122009,81,20,81,43,1
HLED-WEB,4976542013,Gabriela Martínez,27041930,81,58,81,13,1
ABIS,9281959605,Luis García,16061930,8,3,8,26,0
MTR,0972943942,Marcela López,07122009,27,79,27,97,1
TI PV,3355290902,Juan Perez,16021951,17,15,17,42,0
SITAC,6761373124,Juan Castaneda,19051981,44,73,44,97,1
SIC,7466991205,Carlos Cartagena,20062005,44,36,44,97,1
CC DUP,6696024907,Sofía Castaneda,09071930,19,79,19,52,1
TI,4147530923,Luis Cifuentes,08122022,99,78,99,29,0
NUIP,7801094015,Gabriela García,04032006,73,13,73,34,1
AFIS,7951058109,Sofía Rodríguez,16051950,81,11,81,51,0
CCT,0125051777,María Hernández,23111926,85,34,85,87,1
NUIP,3743341084,Carlos López,15011932,19,35,19,13,0
CC REC,7424574267,Marcela Perez,14071934,97,67,97,2,0
TI DUP,1397563959,Laura Murillo,09021987,88,81,88,62,0
TI,0867813462,Manuela Cartagena,10101928,95,13,95,73,0
SITAC,9717479867,Miguel Perez,19021900,97,75,97,25,0
CC REC,9843177204,Gabriela Cartagena,11052009,25,52,25,83,1
TI,3364985584,Gabriela López,20091923,19,25,19,67,1
MTR,3214856529,Manuela Castaneda,22092009,97,58,97,88,0
NIP,7776622609,Ana Murillo,15051955,63,50,63,81,0
TI REN,1247021090,Carlos Hernández,13071968,25,42,25,99,0
SIC,9909860046,María Murillo,13102008,70,31,70,74,1
